캠페인,202101-유리카-(주) 데일리앤코-주식회사 에코마케팅-NP_M_0118 - 유리카
보고서이름,광고소재별 리포트_에코마케팅 ( 주식회사 에코마케팅 )
생성자,에코마케팅 ( 주식회사 에코마케팅 )
통계기간,2021.01.18.~2021.01.24.
필터항목,없음

"광고상품","상품유형","광고소재","일자","시간","집행금액","광고비","노출수","클릭수","클릭률(%)","노출비용(원/1천회)","클릭비용(원/1회)"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","11-12시","170","170","2","0","0.00","85145","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","11-12시","170","170","2","0","0.00","85145","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","11-12시","170","170","2","0","0.00","85145","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","11-12시","85","85","1","1","100.00","85140","85"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/새해맞이50","2021-01-19","12-13시","397","397","2","0","0.00","198665","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","12-13시","87","87","1","0","0.00","86640","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","12-13시","433","433","5","0","0.00","86636","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","12-13시","347","347","4","0","0.00","86638","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","12-13시","87","87","1","0","0.00","86640","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","12-13시","1113","1113","10","1","10.00","111304","1113"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","12-13시","1224","1224","11","3","27.27","111305","408"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","12-13시","1224","1224","11","2","18.18","111305","612"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","12-13시","1558","1558","14","1","7.14","111304","1558"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","12-13시","119","119","1","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","12-13시","358","358","3","2","66.67","119200","179"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","12-13시","119","119","1","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/눅눅새것리뉴얼","2021-01-19","12-13시","199","199","1","0","0.00","198670","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/새해맞이50","2021-01-19","13-14시","596","596","1","0","0.00","596000","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","13-14시","290","290","7","0","0.00","41434","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","13-14시","249","249","6","0","0.00","41435","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","13-14시","249","249","6","0","0.00","41435","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","13-14시","166","166","4","0","0.00","41435","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","13-14시","1707","1707","21","0","0.00","81270","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","13-14시","1057","1057","13","1","7.69","81270","1057"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","13-14시","1057","1057","13","0","0.00","81270","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","13-14시","1300","1300","16","1","6.25","81270","1300"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","13-14시","85","85","1","0","0.00","85140","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","13-14시","255","255","3","0","0.00","85143","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","13-14시","85","85","1","0","0.00","85140","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","13-14시","170","170","2","1","50.00","85145","170"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","14-15시","127","127","2","0","0.00","63535","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","14-15시","318","318","5","1","20.00","63534","318"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","14-15시","254","254","4","0","0.00","63533","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","14-15시","254","254","4","1","25.00","63533","254"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","14-15시","1324","1324","15","0","0.00","88276","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","14-15시","1324","1324","15","1","6.67","88276","1324"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","14-15시","1148","1148","13","3","23.08","88276","383"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","14-15시","1324","1324","15","1","6.67","88276","1324"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","14-15시","75","75","1","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","14-15시","75","75","1","1","100.00","74500","75"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","14-15시","224","224","3","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","14-15시","224","224","3","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/눅눅새것리뉴얼","2021-01-19","14-15시","596","596","1","0","0.00","596000","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/할인무배새해","2021-01-19","15-16시","149","149","1","0","0.00","149000","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/새해맞이50","2021-01-19","15-16시","447","447","3","1","33.33","149000","447"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","15-16시","212","212","2","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","15-16시","318","318","3","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","15-16시","318","318","3","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","15-16시","106","106","1","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","15-16시","1145","1145","17","0","0.00","67368","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","15-16시","1415","1415","21","1","4.76","67369","1415"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","15-16시","1280","1280","19","2","10.53","67368","640"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","15-16시","1280","1280","19","2","10.53","67368","640"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","15-16시","341","341","4","0","0.00","85143","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","15-16시","170","170","2","0","0.00","85145","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","15-16시","85","85","1","0","0.00","85140","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","16-17시","106","106","1","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","16-17시","212","212","2","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","16-17시","318","318","3","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","16-17시","318","318","3","0","0.00","105890","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","16-17시","1146","1146","15","0","0.00","76418","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","16-17시","1681","1681","22","1","4.55","76418","1681"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","16-17시","1223","1223","16","5","31.25","76418","245"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","16-17시","1070","1070","14","2","14.29","76418","535"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","16-17시","298","298","2","0","0.00","149000","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","16-17시","149","149","1","0","0.00","149000","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","16-17시","149","149","1","0","0.00","149000","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/눅눅새것리뉴얼","2021-01-19","16-17시","596","596","2","1","50.00","298000","596"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/할인무배새해","2021-01-19","17-18시","596","596","1","0","0.00","596000","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","17-18시","318","318","2","0","0.00","158835","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","17-18시","318","318","2","0","0.00","158835","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","17-18시","318","318","2","0","0.00","158835","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","17-18시","1707","1707","18","0","0.00","94815","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","17-18시","1233","1233","13","2","15.38","94815","616"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","17-18시","948","948","10","0","0.00","94815","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","17-18시","1233","1233","13","2","15.38","94815","616"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","17-18시","199","199","1","1","100.00","198670","199"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","17-18시","199","199","1","0","0.00","198670","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","17-18시","199","199","1","0","0.00","198670","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","18-19시","347","347","4","1","25.00","86638","347"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","18-19시","87","87","1","0","0.00","86640","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","18-19시","173","173","2","0","0.00","86635","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","18-19시","347","347","4","0","0.00","86638","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","18-19시","1164","1164","15","0","0.00","77576","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","18-19시","1396","1396","18","0","0.00","77576","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","18-19시","1164","1164","15","3","20.00","77576","388"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","18-19시","1396","1396","18","0","0.00","77576","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","18-19시","119","119","1","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","18-19시","119","119","1","0","0.00","119200","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","18-19시","119","119","1","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","18-19시","238","238","2","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","19-20시","179","179","3","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","19-20시","477","477","8","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","19-20시","60","60","1","0","0.00","59560","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","19-20시","238","238","4","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","19-20시","1063","1063","11","0","0.00","96604","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","19-20시","1642","1642","17","2","11.76","96604","821"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","19-20시","1063","1063","11","2","18.18","96604","531"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","19-20시","1352","1352","14","3","21.43","96604","451"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","19-20시","119","119","1","0","0.00","119200","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","19-20시","358","358","3","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","19-20시","119","119","1","1","100.00","119200","119"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/할인무배새해","2021-01-19","20-21시","596","596","3","1","33.33","198667","596"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","20-21시","293","293","4","1","25.00","73308","293"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","20-21시","147","147","2","0","0.00","73310","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","20-21시","147","147","2","0","0.00","73310","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","20-21시","367","367","5","1","20.00","73308","367"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","20-21시","1388","1388","29","2","6.90","47850","694"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","20-21시","1531","1531","32","1","3.13","47850","1531"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","20-21시","1148","1148","24","2","8.33","47850","574"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","20-21시","1053","1053","22","5","22.73","47850","211"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","20-21시","149","149","2","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","20-21시","75","75","1","0","0.00","74500","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","20-21시","224","224","3","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","20-21시","149","149","2","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/새해맞이50","2021-01-19","21-22시","119","119","1","1","100.00","119200","119"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","21-22시","119","119","3","0","0.00","39710","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","21-22시","437","437","11","1","9.09","39708","437"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","21-22시","159","159","4","0","0.00","39708","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","21-22시","238","238","6","0","0.00","39708","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","21-22시","1292","1292","27","1","3.70","47850","1292"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","21-22시","1340","1340","28","6","21.43","47850","223"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","21-22시","1436","1436","30","3","10.00","47850","479"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","21-22시","1053","1053","22","2","9.09","47850","526"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","21-22시","54","54","1","0","0.00","54180","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","21-22시","108","108","2","0","0.00","54180","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","21-22시","217","217","4","1","25.00","54183","217"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","21-22시","217","217","4","1","25.00","54183","217"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/눅눅새것리뉴얼","2021-01-19","21-22시","477","477","4","0","0.00","119200","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","22-23시","251","251","5","0","0.00","50158","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","22-23시","301","301","6","0","0.00","50158","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","22-23시","251","251","5","0","0.00","50158","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","22-23시","150","150","3","1","33.33","50157","150"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","22-23시","1336","1336","30","2","6.67","44522","668"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","22-23시","1647","1647","37","5","13.51","44522","329"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","22-23시","1024","1024","23","6","26.09","44522","171"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","22-23시","1113","1113","25","4","16.00","44522","278"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","22-23시","170","170","2","0","0.00","85145","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","22-23시","85","85","1","0","0.00","85140","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","22-23시","341","341","4","0","0.00","85143","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/할인무배새해","2021-01-19","23-24시","596","596","3","2","66.67","198667","298"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-19","23-24시","238","238","4","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-19","23-24시","357","357","6","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-19","23-24시","179","179","3","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-19","23-24시","179","179","3","0","0.00","59563","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-19","23-24시","1503","1503","32","2","6.25","46973","752"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-19","23-24시","1033","1033","22","1","4.55","46972","1033"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-19","23-24시","1409","1409","30","2","6.67","46972","705"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-19","23-24시","1174","1174","25","3","12.00","46972","391"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-19","23-24시","183","183","4","1","25.00","45845","183"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-19","23-24시","138","138","3","1","33.33","45847","138"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-19","23-24시","92","92","2","0","0.00","45845","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-19","23-24시","138","138","3","0","0.00","45847","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-19","23-24시","46","46","1","0","0.00","45850","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/할인무배새해","2021-01-20","00-01시","596","596","1","0","0.00","596000","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-20","00-01시","173","173","2","0","0.00","86635","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-20","00-01시","347","347","4","0","0.00","86638","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-20","00-01시","260","260","3","0","0.00","86637","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-20","00-01시","173","173","2","0","0.00","86635","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-20","00-01시","1280","1280","29","1","3.45","44138","1280"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-20","00-01시","1633","1633","37","0","0.00","44138","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-20","00-01시","1192","1192","27","1","3.70","44138","1192"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-20","00-01시","1015","1015","23","3","13.04","44138","338"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-20","00-01시","199","199","4","1","25.00","49668","199"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-20","00-01시","149","149","3","0","0.00","49667","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-20","00-01시","50","50","1","0","0.00","49670","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/마스또렷빗으면","2021-01-20","00-01시","149","149","3","1","33.33","49667","149"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-20","00-01시","50","50","1","1","100.00","49670","50"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-20","01-02시","95","95","1","0","0.00","95300","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-20","01-02시","95","95","1","0","0.00","95300","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-20","01-02시","286","286","3","0","0.00","95300","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-20","01-02시","477","477","5","0","0.00","95300","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-20","01-02시","1319","1319","17","0","0.00","77576","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-20","01-02시","1396","1396","18","0","0.00","77576","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-20","01-02시","1008","1008","13","2","15.38","77575","504"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-20","01-02시","1396","1396","18","1","5.56","77576","1396"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/할인무배아침하지마리","2021-01-20","01-02시","75","75","1","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-20","01-02시","224","224","3","0","0.00","74500","0"
"M_신제품검색","검색_이미지형"," 링거펜_눈썹영양제/인상좌우빗으면","2021-01-20","01-02시","75","75","1","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-20","01-02시","224","224","3","0","0.00","74500","0"
"M_신제품검색","검색_이미지형","브세_브러쉬세척기/새해맞이50","2021-01-20","02-03시","596","596","1","0","0.00","596000","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-20","02-03시","953","953","1","0","0.00","953000","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-20","02-03시","1950","1950","16","2","12.50","121905","975"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-20","02-03시","853","853","7","1","14.29","121904","853"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-20","02-03시","853","853","7","0","0.00","121904","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-20","02-03시","1463","1463","12","1","8.33","121905","1463"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/짧은마스또렷리","2021-01-20","02-03시","298","298","1","0","0.00","298000","0"
"M_신제품검색","검색_이미지형","링거펜_눈썹영양제/빈약인상소리","2021-01-20","02-03시","298","298","1","0","0.00","298000","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클","2021-01-20","03-04시","119","119","1","0","0.00","119130","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마","2021-01-20","03-04시","238","238","2","0","0.00","119125","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/화장실가지마히든","2021-01-20","03-04시","238","238","2","0","0.00","119125","0"
"M_신제품검색","검색_이미지형","워터시트_클렌징티슈/누워서수분클히든","2021-01-20","03-04시","357","357","3","1","33.33","119127","357"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32아침마스리","2021-01-20","03-04시","1236","1236","7","0","0.00","176551","0"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/32짧은마스리","2021-01-20","03-04시","1766","1766","10","1","10.00","176552","1766"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/짧은마스또렷리","2021-01-20","03-04시","1412","1412","8","1","12.50","176551","1412"
"M_신제품검색","검색_이미지형","링거펜_속눈썹영양제/할인무배아침하지마리","2021-01-20","03-04시","706","706","4","0","0.00","176553","0"
